key,zh,ms,ja,en,ko
text.data_uploaded_successfully,数据上传成功。,data uploaded successfully,資料が正常に作成されました.,data uploaded successfully,성공적으로 자료를 업로드하였습니다.
text.delete,删除,padam,削除,delete,삭제
text.delete account succeed,已成功删除账号。,Berjaya memadam akaun,アカウントが削除されました.,delete account succeed,계정이 삭제되었습니다.
text.delete account warning message,"这步骤将完全删除您的账号。

请输入您的电子邮件和密码，确认删除步骤。","langkah hapuskan akaun tidak boleh diundur.

sila masukkan emel dan kata laluan akaun anda untuk mengesahkan penghapusan akaun.","このタスクはキャンセルできません. これにより, このユーザーに関する全ての情報が永久に削除されます.

続行するには, このアカウントに関するメールとパスワードを入力してください.","this action cannot be undone. this will permanently delete all about this account.

please type in the email and password of this account to confirm.","이 작업은 취소할 수 없습니다. 이것은 이 사용자에 대한 모든 정보를 영구적으로 삭제합니다.

계속하시려면 이 계정에 대한 이메일과 비밀번호를 입력하세요."
text.delete-domain,请删除域名！,,ドメイン削除!,Delete Domain!,도메인 삭제!
text.delete-in-proc,正在进行删除。,,削除が進行中です.,Deleting is in process.,삭제가 진행 중 입니다.
text.deleted_successfully,删除成功,berjaya dihapuskan,削除に成功しました.,deleted successfully,성공적으로 삭제되었습니다.
text.deleting,正在进行删除。,,削除中,Deleting,삭제 중
text.dismiss,,Tolak,,,
text.do_you_want_to_create_role,请确认是否创建角色?,adakah anda hendak membina peranan?,,do you want to create role?,
text.do_you_want_to_create_x,你想创建 {x} 吗？,adakah anda mahu mencipta {x}?,{x}を作成しますか?,do you want to create {x} ?,{x}을/를 생성하시겠습니까?
text.do_you_want_to_invite_x,请确认是否邀请客户{x},adakah anda ingin mengundang {x},{x}を招待しますか?,do you want to invite {x},{x}을(를) 초대하시겠습니까?
text.domain management,域管理,pengurusan domain,ドメイン管理,domain management,도메인 관리
text.domain sumber dan sasaran tidak boleh sama,,domain sumber dan sasaran tidak boleh sama,,,
text.done,,Selesai,,,
text.drop_file_here,请将多个文件拖拽至此。。。,,ファイルをドロップしてください.,text.Drop file here...,파일을 드롭하세요.
text.drop_files_here,请将多个文件拖拽至此。。。,,ファイルをドロップしてください.,text.Drop files here...,파일들을 드롭하세요.
text.edit,,Sunting,,,
text.email is not matched,电子邮件不匹配,alamat email tidak sepadan,メールが一致しません.,email is not matched.,이메일이 일치하지 않습니다.
text.empty-admin-url-allowed,请在设置页面，设置管理者页面URL。,,管理者ページが設定されていません. 設定データに'client.context.path'の値を設定してください.,Administrator Page URL should not be empty! Please set the Administrator Page URL at Settings page,관리자 페이지가 설정되지 않았습니다. 설정 데이터에 'client.context.path' 값을 설정하세요.
text.empty-base-url-not-allowed,服务器地址不能为空，请配置服务器地址。,,Base URL設定がされていません. 設定画面でまずBase URLを設定してください.,Base URL should not be empty! Please set the Base URL,Base URL 설정이 되지 않았습니다. 설정화면에서 먼저 Base URL을 설정하세요.
text.emptyDataMessage,无搜索结果。,,照会結果がありません.,Search Result is Nothing.,조회 결과가 없습니다.
text.emptyGridMessage,表格为空。,,空のグリッドです.,It's Empty Grid.,비어있는 그리드 입니다.
text.error,,Ralat,,,
text.error_occurred,,Ralat telah berlaku,,,
text.error_while_updating,,Ralat semasa mengemaskini,,,
text.every 12 hours,每十二小时,setiap 12 jam,12時間ごとに,every 12 hours,매 12시간마다
text.every 15 minutes,每十五分钟,setiap 15 minit,15分ごとに,every 15 minutes,매 15분마다
text.every 15 seconds,每十五秒,setiap 15 saat,15秒ごとに,every 15 seconds,매 15초마다
text.every 2 hours,每两小时,setiap 2 jam,2時間ごとに,every 2 hours,매 2시간마다
text.every 2 minutes,每两分钟,setiap 2 minit,2分ごとに,every 2 minutes,매 2분마다
text.every 2 seconds,每两秒,setiap 2 saat,2秒ごとに,every 2 seconds,매 2초마다
text.every 30 seconds,每三十秒,setiap 30 saat,30秒ごとに,every 30 seconds,매 30초마다
text.every christmas,每圣诞节,setiap hari Krismas,毎クリスマスに,every christmas,매 크리스마스마다
text.every day,每天,setiap hari,毎日,every day,매일
text.every half hour,每半小时,setiap setengah jam,30分ごとに,every half hour,매 30분마다
text.every hour,每小时,setiap jam,毎時間,every hour,매시간
text.every hour during working time,工作时间的每小时,setiap jam semasa waktu bekerja,勤務時間中時間ごとに,every hour during working time,근무 시간 동안 매시간마다
text.every minute,每分钟,setiap minit,毎分,every minute,매분
text.every second,每秒,setiap saat,毎秒,every second,매초
text.every sunday,每星期天,setiap Ahad,毎週日曜日に,every sunday,매주 일요일마다
text.every weekday,每个工作日,setiap hari dalam minggu,平日ごとに,every weekday,평일마다
text.existing_item_found,,,,existing item found,
text.failed_logout,注销失败！,,ログアウト失敗.,Failed to Logout.,로그아웃 실패.
text.field_required,,Medan ini diperlukan,,,
text.file_is_too_big,文件过大,,ファイル容量が大きすぎます.,text.File is Too Big.,파일 용량이 너무 큽니다.
text.file_upload_success,,Muat naik fail berjaya,,,
text.final-confirmation,最终确认,,最終確認,Final Confirmation!,최종 확인
text.forbidden,访问被拒绝,,禁止されたリクエスト,text.Forbidden,금지된 요청
text.group created,群组 '{group}' 创建成功,kumpulan '{group}' berjaya dicipta,グループ'{group}'が作成されました,group '{group}' is created successfully,그룹 '{group}'이 생성되었습니다
text.group deleted,群组 '{group}' 删除成功,kumpulan '{group}' berjaya dipadam,グループ'{group}'が削除されました,group '{group}' is deleted successfully,그룹 '{group}'이 삭제되었습니다
text.group updated,群组 '{group}' 更新成功,kumpulan '{group}' berjaya dikemaskini,グループ'{group}'が修正されました,group '{group}' is updated successfully,그룹 '{group}'이 수정되었습니다
text.group-required,请指定组！,,グループは必須情報です!,Label Group is Required!,그룹은 필수 정보 입니다!
text.help,帮助,bantuan,ヘルプ,help,도움말
text.inactive user,未激活用账号。,Pengguna tidak aktif,非アクティブユーザーです.,inactive user,비활성 사용자입니다.
text.incorrect_file_type,错误的文件类型,,正しくないファイル タイプ,text.Incorrect File Type.,올바르지 않은 파일 타입
text.info_invalid,输入信息不符合规则！,,入力した情報が無効です.,Typed information is not valid.,입력하신 정보가 유효하지 않습니다.
text.info_x_successfully,{x} 成功。,{x} berjaya.,{x}に成功しました.,{x} success.,성공적으로 {x}했습니다.
text.initialize-setting-success,已经成功完成初始化过程。,,初期化セッティングが正常に完了しました.,Initialization process is finished successfully,초기화 세팅이 정상적으로 완료되었습니다.
text.integration analysis,整合分析,analisis integrasi,統合分析 ,integration analysis,인티그레이션 분석
text.integration monitor,集成监控器,pemantauan integrasi,インテグレーション モニタ,integration monitor,인티그레이션 모니터
text.invalid verification token,令牌无效。,Token pengesahan tidak sah,確認トークンが無効です.,invalid verification token,확인 토큰이 유효하지 않습니다.
text.invalid-email,请使用有效的电子邮箱格式。,,正しくないメール形式です.,It's invalid email form.,잘못된 이메일 형식 입니다.
text.invalid-value,请输入有效的值。,,正しい値を教えてください,Typed invalid value.,올바른 값을 입력해주세요
text.invalid_email_format,,Format e-mel tidak sah,,,
text.invalid_input,非法输入,,入力エラー,Invalid Input.,입력 오류
text.invitation email sent,成功发送邀请电子邮件。,E-mel jemputan telah dihantar,招待メールを送りました.,invitation email sent,초대 이메일을 보냈습니다.
text.joined into play-group,看板 '{board}' 加入播放组 '{playGroup}',papan '{board}' menyertai kumpulan mainan '{playGroup}',ボード'{board}'がプレイグループ'{playGroup}'に追加されました,board '{board}' joined into play-group '{playGroup}',보드 '{board}'가 플레이그룹 '{playGroup}'에 추가되었습니다
text.leaved from play-group,看板 '{board}' 离开播放组 '{playGroup}',papan '{board}' keluar dari kumpulan mainan '{playGroup}',ボード'{board}'がプレイグループ'{playGroup}'から削除されました,board '{board}' leaved from play-group '{playGroup}',보드 '{board}'가 플레이그룹 '{playGroup}'에서 제거되었습니다
text.loading,,Sedang dimuatkan...,,,
text.login,,Log Masuk,,,
text.login_failure,登录失败！,,ログイン失敗.,Login failure.,로그인 실패.
text.logout,,Log Keluar,,,
text.model-overlay,"因为该仪表盘的状态是{1} 
所以无法继续编辑。",,"このBoardは{1}状態であるため
これ以上修正できません.","Because this label is status of {1} 
, you can not edit more.","이 Board는 {1} 상태이므로
더 이상 수정할 수 없습니다."
text.model-overlay-authority-not-allow-change,没有编辑权限。,,"登録したユーザーは修正権限がないため
これ以上修正できません.","Cause of your authority, you can not edit more.","등록하신 사용자는 수정권한이 없으므로
더 이상 수정할 수 없습니다."
text.model-overlay-status-not-allow-change,"因为该仪表盘的状态是{1} 
所以无法继续编辑。",,"このBoardは{1}状態であるため
これ以上修正できません.","Because this label is status of {1} 
, you can not edit more.","이 Board는 {1} 상태이므로
더 이상 수정할 수 없습니다."
text.modeller-release-msg,当前版本为较低版本，是否以当前版本为基础创建新版本，并发布？,,"現在のバージョンが旧バージョン情報であり, その内容をもとに新規バージョンを作成および配布しますか?","The version now you edit is older version, do you want to create and release new version base on the version?",현 버전이 저버전 정보이며 해당 내용을 기초로 신규 버전 생성 및 배포 하시겠습니까?
text.modeller-release-title,发布：版本报警,,配布：バージョン通知,Release：Version Warning,배포：버전알림
text.modeller-save-msg,当前版本为较低版本，是否以当前版本为基础创建新版本？,,"現在のバージョンが旧バージョン情報であり, その内容をもとに新規バージョンを作成しますか?","The version now you edit is older version, do you want to create new version base on the version?",현 버전이 저버전 정보이며 해당 내용을 기초로 신규 버전 생성하시겠습니까?
text.modeller-save-title,保存：版本报警,,保存：バージョン通知,Save：Version Warning,저장：버전알림
text.move-to-home,将会移动到主页。,,ホームに移動します.,It will be moved to home.,홈으로 이동합니다.
text.name-and-group-required,请指定仪表盘名称和仪表盘组！,,名前とグループ情報は必須情報です.,Label Name and Label Group is Required!,이름과 그룹 정보는 필수 정보입니다.
text.new password,新密码,kata laluan baru,新しいパスワード,new password,새 비밀번호
text.new_password,,Kata Laluan Baru,,,
text.no,,Tidak,,,
text.no domain available,抱歉，没有域名,"maaf, tiada domain untuk dipilih",使用できるドメインがありません.,no domain available,사용할 수 있는 도메인이 없습니다.
text.no notification available,无推送消息。,tiada pemberitahuan baru.,新しい通知がありません.,no notification available,새로운 알림이 없습니다.
text.no properties to set,没有要设置的属性,tiada harta untuk ditetapkan,プロパティの設定は必要ありません.,there's no properties to set,속성 설정이 필요하지 않습니다.
text.no released version information available,没有发布版本信息可用,tiada maklumat versi yang dikeluarkan,リリースされたバージョン情報はありません,no released version information available,배포된 버전이 없습니다
text.nothing_changed,无更改,nothing changed,変更なし,nothing changed,변경사항 없음
text.nothing_selected,未选择,nothing selected,選択されていない,nothing selected,선택되지 않음
text.notification subscribe started,推送消息已开始订阅。,langganan pemberitahuan tolak telah bermula.,プッシュ通知購読が始まりました.,notification subscribe started,푸시알림 구독이 시작되었습니다.
text.notification subscribed already,推送消息已订阅。,sudah melanggan pemberitahuan tolak.,既にプッシュ通知を購読中です.,notification subscribed already,이미 푸시알림을 구독중입니다.
text.notification subscribing failed,消息订阅失败。,gagal melanggan pemberitahuan tolak.,プッシュ購読申請に失敗しました.,notification subscribing failed,푸시알림 구독 신청을 실패하였습니다.
text.notification unsubscribed,推送消息已取消订阅。,langganan pemberitahuan tolak telah dibatalkan.,プッシュ通知購読をキャンセルしました.,notification unsubscribed,푸시알림 구독을 취소하였습니다.
text.notification unsubscribed already,推送消息已取消订阅。,sudah membatalkan langganan pemberitahuan tolak.,既にプッシュ通知購読をキャンセルしました.,notification unsubscribed already,이미 푸시알림 구독을 취소하셨습니다.
text.oauth2-clients,oauth2客户端,oauth2 clients,oauth2クライアント,oauth2 clients,oauth2 클라이언트
text.offline,离线,luar talian,オフライン,offline,오프라인
text.ok,,OK,,,
text.online,在线,dalam talian,オンライン,online,온라인
text.only-edit-status-label-can-be-deleted,只有EDIT状态的标签才可以删除！,,編集状態のBoardのみ削除できます!,Only EDIT Status Label allow to be deleted!,편집 상태의 Board만 삭제할 수 있습니다!
text.only-edit-status-label-can-be-saved,只有EDIT状态的标签才可以更改！,,権限が付与されたユーザーと編集状態のBoardのみ修正できます!,Only authorized user and EDIT Status Label allow to be updated!,권한이 부여된 사용자와 편집 상태의 Board만 수정할 수 있습니다!
text.operato,Operato Framework powered by hatiolab.com,Operato Framework powered by hatiolab.com,,Operato Framework powered by hatiolab.com,hatiolab.com이 제공하는 Operato 프레임워크
text.owner_transfer_completed,所有权转让成功。,pindah pemilik selesai,owner変更を完了しました.,owner transfer completed,owner 변경을 완료하였습니다.
text.password,,Kata Laluan,,,
text.password changed successfully,密码更改成功。,Kata laluan berjaya diubah,パスワードが正常に変更されました.,password changed successfully,비밀번호가 성공적으로 변경되었습니다.
text.password reset email sent,已发送密码重置邮件。,E-mel reset kata laluan telah dihantar,パスワード リセットメールを送りました.,password reset email sent,비밀번호 재설정 이메일을 보냈습니다.
text.password reset succeed,密码重置成功。,Reset kata laluan berjaya,パスワードが正常にリセットされました.,password reset succeed,비밀번호 성공적으로 재설정되었습니다.
text.password rule,输入的密码必须15个字符或8字符包括号码和小写字符,sila pastikan kemasukan kata laluan adalah 15 huruf ATAU 8 huruf termasuk nombor dengan huruf kecil.,"少なくとも15文字以上, あるいは数字と小文字を含めて8文字以上でなければなりません.",make sure it's at least 15 characters OR at least 8 characters including a number and a lowercase letter.,최소 15자 이상 혹은 숫자와 소문자를 포함하여 8자 이상이어야 합니다.
text.password-missmatch,新密码与确认密码不同,,,,
text.password_inited,密码重置申请已提交。,,パスワード リセット,Password Initialized,비밀번호 초기화
text.password_mismatch,,Kata laluan tidak sepadan,確認したい暗号と新規暗号が異なります.,Password mismatch password and confirmed password,확인하려는 암호와 신규 암호가 다릅니다.
text.passwords do not match,密码不匹配,kata laluan anda tidak padan,パスワードが一致しません.,these passwords don't match.,비밀번호가 일치하지 않습니다.
text.pattern_atleast_1_digit,至少1位数字字符,Sekurang-kurangnya 1 aksara digit,少なくとも1つの数字,at least 1 digit character,최소 1개 숫자
text.pattern_atleast_1_lowercase,至少1个小写字母,Sekurang-kurangnya 1 aksara kecil,少なくとも１つの小文字,at least 1 lowercase character,최소 1개 소문자
text.pattern_atleast_1_special,至少1个特殊字符（！@＃$％^＆*（））,Sekurang-kurangnya 1 aksara istimewa (!@#$%^&*()),少なくとも1つの特殊文字(!@#$%^&*()),at least 1 special character(!@#$%^&*()),최소 1개 특수문자(!@#$%^&*())
text.pattern_atleast_1_uppercase,至少1个大写字母,Sekurang-kurangnya 1 aksara besar,少なくとも1つの大文字,at least 1 uppercase character,최소 1개 대문자
text.pattern_minimum_charaters,最少未字符长度为{length},Minimum {length} aksara,少なくとも{length}文字,minimum {length} charaters,최소 {length} 글자
text.pattern_not_allowed,不允许重复字符,Tidak dibenarkan aksara berulang,文字の繰り返し使用不可,not allowed repeated charater,문자 반복 사용 불가
text.play-group created,播放组 '{playGroup}' 创建成功,kumpulan mainan '{playGroup}' berjaya dicipta,プレイグループ'{playGroup}'が作成されました,play-group '{playGroup}' is created successfully,플레이그룹 '{playGroup}'이 생성되었습니다
text.play-group deleted,播放组 '{playGroup}' 删除成功,kumpulan mainan '{playGroup}' berjaya dipadam,プレイグループ'{playGroup}'が削除されました,play-group '{playGroup}' is deleted successfully,플레이그룹 '{playGroup}'이 삭제되었습니다
text.play-group updated,播放组 '{playGroup}' 更新成功,kumpulan mainan '{playGroup}' berjaya dikemaskini,プレイグループ'{playGroup}'が修正されました,play-group '{playGroup}' is updated successfully,플레이그룹 '{playGroup}'이 수정되었습니다
text.please choose a provider,请选择服务提供商,sila pilih penyedia perkhidmatan,サービス プロバイダーを選択してください,Please choose a provider,서비스 제공자를 선택하세요
text.please enter the email of the user you want to transfer owner,请录入所有权接收人的邮件。,sila masukkan e-mel pengguna yang anda hendak pindahkan pemilik,管理者に変更するユーザーのメールを入力してください.,please enter the email of the user you want to transfer owner,관리자로 변경할 사용자의 이메일을 입력하세요.
text.please_choose_partner,请选择合作伙伴,Sila pilih rakan kongsi,パートナーを選択してください,please choose a partner,파트너사를 선택해 주세요
text.please_fill_all_required_fields,请填写所有必填字段,,すべての必須フィールドに入力してください,please fill all required fields,모든 필수 항목을 작성해 주세요
text.please_wait,正在处理，请稍候。,,処理中です. 少々お待ちください.,,처리 중 입니다. 잠시만 기다려주세요.
text.pls-name-board,Type board name,,ボードの名前を入力してください,Type board name,보드의 이름을 입력해주세요
text.printed,printed,printed,印刷が完了しました.,printed,출력되었습니다.
text.processing_file,进行中。。。,,進行中...,Processing File...,진행중...
text.processing_msg,请求处理中。,,要請が処理中です.,Your Request is Processing.,요청이 처리중 입니다.
text.profile changed successfully,个人资料更改成功。,Profil berjaya diubah,プロフィールが正常に変更されました.,profile changed successfully,프로필이 성공적으로 변경되었습니다.
text.push notification is not supported in your browser,您的浏览器不支持推送消息。,pemberitahuan tolak tidak disokong dalam pelayar anda.,このブラウザではプッシュ通知がサポートされません.,push notification is not supported in your browser.,이 브라우저에서는 푸시알림이 지원되지 않습니다.
text.pw_changed,密码已更改,,パスワード変更,Password is changed,비밀번호 변경
text.pw_changed_msg,密码修改成功,,パスワードが変更されました.,Your Account Password is Changed,비밀번호가 변경 되었습니다.
text.range of values,值的范围,julat nilai,値の範囲,range of values,값의 범위
text.register,注册,daftar,登録,register,등록
text.register-in-process,用户正在执行登录过程,,,,
text.register-template,注册模板,daftar templat,テンプレートを登録,register template,템플릿 등록
text.register_in_process,,,ユーザー登録が進行中です.,User registering is on processing.,사용자 등록이 진행 중입니다.
text.registered roles,角色登记成功,peranan sudah didaftar,登録されたロールリスト,registered roles,등록된 역할 리스트
text.remaining time,剩余{days}天{hours}小时{mins}分钟{secs}秒,masa tinggal {days} hari {hours} jam {mins} minit {secs} saat,{days}日 {hours}時間 {mins}分 {secs}秒 残っています,{days} days {hours} hours {mins} mins {secs} seconds remain,{days}일 {hours}시간 {mins}분 {secs}초 남았습니다
text.remaining_time,剩余时间:,,残り時間: ,remaining time: ,남은시간: 
text.reorder play-group,播放组 '{playGroup}' 已成功重新排序,play-group '{playGroup}' telah berjaya diatur semula,プレイグループ''{playGroup}'は正常に並べ替えられました,play-group '{playGroup}' is reordered successfully,플레이그룹 '{playGroup}'이 재정열되었습니다
text.request-role-success,角色申请成功。,,要請した権限はシステム管理者に要請されました.,Role requested and admin will check it at e-mail.,요청한 권한은 시스템 관리자에게 요청되었습니다.
text.required_error,必需输入数据。,,必ず値を入力してください.,Value Required.,반드시 값을 입력해야 합니다.
text.result,结果,Hasil,結果,result,결과
text.role_management,角色管理,pengurusan peranan,ロール管理,role management,역할 관리
text.save,,Simpan,,,
text.saved,已保存,Disimpan,保存された,saved,저장되었습니다
text.saving,,Menyimpan...,,,
text.scenario,方案,senario,シナリオ,scenario,시나리오
text.scenario list,方案列表,senarai senario,シナリオリスト,scenario list,시나리오 리스트
"text.search with type, id or tag",通过类型、ID或标签名搜索,,"タイプ, IDまたはタグ名で検索","search with type, id or tag","타입, 아이디 또는 태그이름으로 검색"
text.select domain,选域名,pilih domain,ドメイン選択,select domain,도메인 선택
text.select_file,选择文件,,ファイルを選択してください,Select File,파일을 선택하세요
text.select_option,,Pilih satu pilihan,,,
text.server_error,,Ralat pelayan. Sila cuba lagi kemudian.,,,
text.server_unavailable,服务器无法链接,,利用できないサーバー,text.Server Unavailable,이용할 수 없는 서버
text.setting-already-done,,,セッティングが既に完了しています.,,세팅이 이미 완료되었습니다.
text.settings-already-done,已有设置。,,,Settings are already done.,
text.should select at least one of x,请选择以下至少一项{x},sila pilih antara satu {x},少なくとも1つ以上{x}を選択してください.,please select at least one of {x},적어도 한개 이상의 {x} 을(를) 선택해 주세요.
text.signed in,已登录,telah log masuk,ログイン,signed in,로그인
text.signed out,已退出,telah log keluar,ログアウト,signed out,로그아웃
text.signout successfully,登出成功。,Berjaya keluar,ログアウトに成功しました.,signout successfully,성공적으로 로그아웃 하였습니다.
text.sila isi semua medan yang diperlukan,,sila isi semua medan yang diperlukan,,,
text.source_and_target_domain_cannot_be_same,源域和目标域不能相同,,ソースドメインとターゲットドメインは同じにできません,source and target domain cannot be same,소스 도메인과 타겟 도메인은 동일할 수 없습니다
text.stalled,停滞,,停滞中...,text.Stalled.,정체중...
text.step values,阶跃值,nilai langkah,ステップ値,step values,단계 값
text.success,,Berjaya,,,
text.supporting text for blacklist,输入要封锁的从事非法或恶意活动的IP地址。,Masukkan alamat IP yang melakukan aktiviti haram atau jahat untuk disekat.,違法または悪意のある活動を行うIPアドレスをブロックする対象を入力します。,Enter the IP addresses engaging in illegal or malicious activities to be blocked.,불법적인 또는 악의적인 활동을 하는 IP 주소를 차단하는 대상을 입력합니다.
text.supporting text for protected ip-list,当你想限制特定IP地址之外的'保护权限'使用时请输入。,Masukkan bila anda ingin menghadkan penggunaan 'hak yang dilindungi' kecuali dari alamat IP tertentu.,特定のIPアドレス以外で'保護された権限'を使用できないように制限する場合に入力します。,Enter when you want to restrict the use of 'protected rights' except from certain IP addresses.,특정 IP 주소 외에서는 '보호되는 권한'을 사용할 수 없도록 제한하고자 할 때 입력합니다.
text.supporting text for whitelist,设置可信IP地址列表，以允许只有被批准的IP地址可以访问。,Tetapkan senarai alamat IP yang dipercayai untuk membolehkan hanya alamat IP yang diluluskan mengakses.,信頼できるIPアドレスのリストを設定し、許可されたIPアドレスのみがアクセスできるようにします。,Set up a list of trusted IP addresses to allow only approved IPs to access.,신뢰할 수 있는 IP 주소 목록을 설정하여 허용되는 IP 주소만 접근할 수 있도록 하는 목적으로 입력합니다.
text.sure-delete-domain,所有相关数据都会被删除，请确认是否删除？,,該当ドメインを削除しますか? (関連する全てのデータが削除されます.),Are you sure to delete it? (Every related data will be removed.),해당 도메인을 삭제하시겠습니까? (관련된 모든 데이터가 삭제됩니다.)
text.sure-delete-domain-final,将会删除所有相关数据。是否继续进行删除？,,該当ドメインに含まれた全てのデータが削除されます. 削除しますか?,Every related data will be removed. Are you sure to DELETE it?,해당 도메인에 포함된 모든 데이터가 삭제됩니다. 삭제하시겠습니까?
text.sure-to-delete,是否执行删除操作？,,削除しますか?,Are you sure to delete?,삭제하시겠습니까?
text.sure_to_x,确定 {x}?,Pasti {x}?,{x}しますか?,Sure to {x}?,{x}하시겠습니까?
text.synchronize,同步,menyamakan,同期,synchronize,동기화
text.the application has been updated,应用已更新。,aplikasi telah dikemas kini.,アプリケーションがアップデートされました.,The application has been updated.,어플리케이션이 업데이트되었습니다.
text.the first day of every month,每月的第一天,hari pertama setiap bulan,毎月1日ごとに,the first day of every month,매월 1일마다
text.the first day of every year,每年的第一天,hari pertama setiap tahun,毎年1月1日ごとに,the first day of every year,매년 1월 1일마다
text.theme,设计主题,,テーマ,theme,테마
text.there_is_nothing_to_delete,没有要删除的数据。,there is nothing to delete,削除するデータがありません.,there is nothing to delete,삭제할 데이터가 없습니다.
text.there_is_nothing_to_process,没有要处理的数据。,there is nothing to process,処理するデータがありません.,there is nothing to process,처리할 데이터가 없습니다.
text.there_is_nothing_to_save,没有要保存的数据。,there is nothing to save,保存するデータがありません.,there is nothing to save,저장할 데이터가 없습니다.
text.token expiry time,令牌过期时间,masa tamat token,トークン有効期限,token expiry time,토큰 만료 시점
text.too_many_files,文件过多。。。,,ファイルが多すぎます.,Too Many Files.,파일이 너무 많습니다.
text.unable_to_load_data,,Tidak dapat memuatkan data,,,
text.unexpected_error,,Ralat tidak dijangka,,,
text.unexpected_server_error,无法预料的服务器错误。,,予期せぬサーバー エラーが発生しました.,Unexpected Server Error,예상치 못한 서버 오류가 발생했습니다.
text.unknown_remaining_time,无法确定剩余时间。,,残った時間がわかりません.,unknown remaining time,남은 시간을 알 수 없습니다.
text.update,更改,kemas kini,変更,update,변경
text.updated_successfully,更新成功,berjaya dikemaskini,正常にアップデートしました.,updated successfully,성공적으로 업데이트 되었습니다.
text.upload,,Muat Naik,,,
text.uploading,,Mengemaskini...,,,
text.user activated successfully,用户激活成功,Pengguna diaktifkan dengan berjaya,ユーザーが正常に活性化されました.,user activated successfully,사용자가 성공적으로 활성화되었습니다.
text.user credential registered successfully,设备注册已成功完成。现在可以使用生物识别认证。,pendaftaran peranti berjaya diselesaikan. Kini anda boleh menggunakan pengesahan biometrik.,デバイスの登録が正常に完了しました。今後は生体認証を使用できます。,device registration has been successfully completed. You can now use biometric authentication.,기기 등록이 성공적으로 완료되었습니다. 이제 바이오메트릭 인증을 사용할 수 있습니다.
text.user inactivated successfully,用户已成功停用,Pengguna tidak aktif dengan berjaya,ユーザーが正常に非アクティブ化されました.,user inactivated successfully,사용자가 성공적으로 비활성화되었습니다.
text.user invitation prompt,请输入您希望邀请的用户的用户名或电子邮件地址。,sila masukkan nama pengguna atau alamat e-mel pengguna yang ingin anda jemput.,招待したいユーザーのユーザー名またはメールアドレスを入力してください。,Please enter the username or email address of the user you wish to invite.,초대하고자 하는 사용자아이디나 이메일을 입력하세요。
text.user management,用户管理,pengurusan pengguna,ユーザー管理,user management,사용자 관리
text.user registered successfully,用户注册成功。 请查看电子邮件以激活帐户。,Pengguna berjaya didaftarkan. Cari e-mel anda untuk mengaktifkan akaun,ユーザーが正常に登録されました. 確認メールでアカウントを有効にしてください.,user registered successfully. find your email to activate account,사용자가 성공적으로 등록되었습니다. 확인 이메일을 통해서 계정을 활성화하시기 바랍니다.
text.user-active-confirm,是否激活该用户？,,該当ユーザーをアクティブ化しますか?,Would you like to active this user?,해당 사용자를 활성화하시겠습니까?
text.validation-reason.FORMAT,格式不正确,format tidak sah,形式が正しくありません,invalid format,잘못된 형식입니다.
text.validation-reason.MANDATORY,必填,wajib,必須,mandatory,필수 입력 항목입니다.
text.validation-reason.RANGE,超出范围,diluar jangka,範囲外,out of range,범위를 벗어났습니다.
text.validation-reason.UNIQUE,重复值,nilai duplikat,重複,duplicate value,중복된 값입니다.
text.value list separator,值列表分隔符,pemisah senarai nilai,値区切り文字,value list separator,값 구분자
text.verification email sent,验证邮件已发送,E-mel pengesahan telah dihantar,確認メールを送りました.,verification email sent,확인 이메일을 보냈습니다.
text.want-to-cancel-request-confirm,,,Boardを編集状態に変更しますか??,Do you want to change this version to eidting version?,Board를 편집 상태로 바꾸겠습니까??
text.want-to-confirm,是否执行审批？,,Boardを配布しますか?,Do you want to release this version?,Board를 배포 하시겠습니까?
text.want-to-request-confirm,是否执行审批申请？,,Boardを作業完了状態に変更しますか?,Do you want to change this to finished version?,Board를 작업 완료 상태로 바꾸시겠습니까?
text.want-to-self-confirm,是否希望自我审批？,,,,
text.want-to-version-up,是否希望升级创建新版本？,,新しいバージョンを作成しますか?,Do you want to version up?,새 버전을 생성하시겠습니까?
text.web push notification unblock guide,您未开启Web推送通知权限。 单击浏览器地址栏左侧的锁定图标以提供通知权限。,kebenaran pemberitahuan tolak web terhad. Klik ikon kunci di sebelah kiri bar alamat untuk membuka sekatan kebenaran pemberitahuan.,ウェブ プッシュ通知権限が制限された状態です. アドレスバー左のロックアイコンをクリックして、通知権限の制限を解除してください.,You have blocked web push notification permissions. Click the lock icon to the left of the address bar to unblock notification permissions.,웹푸시알림 권한이 제한된 상태입니다. 주소창 왼쪽 자물쇠 아이콘을 클릭하여 알림 권한을 제한을 해제하시기 바랍니다.
text.x_cannot_delete,{x}无法删除,{x} tidak boleh dipadam,{x}は削除できません.,{x} cannot be deleted,{x}은/는 삭제할 수 없습니다.
text.x_created_successfully,{x}创建成功,{x} berjaya dibina,{x}が成功的に作成されました.,{x} created successfully,{x}이/가 성공적으로 생성되었습니다.
text.x_deleted_successfully,{x}删除成功,{x} berjaya dipadam,{x}が成功的に削除されました.,{x} deleted successfully,{x}이/가 성공적으로 삭제되었습니다.
text.yes,,Ya,,,
text.you.are.now.in,您现在是 {state}。,anda berada di {state},{state}になりました.,you are now in {state},{state} 되었습니다.
text.your account is not activated,您的账号还没验证,akaun anda belum diaktifkan,アカウントがアクティブ化されていません.,your account is not activated.,계정이 활성화되지 않았습니다.
